loan_id,loan_amount,month,year,day
357,89259,July,2015,10
358,55041,July,2014,10
359,68965,July,2013,10
360,78962,July,2012,10
361,56823,July,2011,10
362,76544,July,2010,10
363,70821,July,2009,10
364,60594,July,2008,10
365,99511,July,2007,10
366,52740,July,2006,10
367,90240,July,2005,10
368,93561,July,2004,10
369,93210,July,2003,10
370,52492,July,2002,10
371,50913,July,2001,10
372,67280,July,2000,10
373,94176,July,2015,10
374,85407,July,2014,10
375,68740,July,2013,10
376,72504,July,2012,10
377,62917,July,2011,10
378,92591,July,2010,10
379,57483,July,2009,10
380,53293,July,2008,10
381,95544,July,2007,11
382,84776,July,2006,11
383,52840,July,2005,11
384,72085,July,2004,11
385,74473,July,2003,11
386,87150,July,2002,11
387,52060,July,2001,11
388,50487,July,2000,11
389,57879,July,2015,11
390,98722,July,2014,11
391,81388,July,2013,11
392,93293,July,2012,11
393,91859,July,2011,11
394,79616,July,2010,11
395,90470,July,2009,11
396,66328,July,2008,11
397,78818,July,2007,11
398,69020,July,2006,11
399,97191,July,2005,11
400,58683,July,2004,11
401,79394,July,2003,11
402,88069,July,2002,11
403,96986,July,2001,11
404,83736,July,2000,11
405,96937,July,2015,11
406,96172,July,2014,11
407,69786,July,2013,11
408,97762,July,2012,12
409,70241,July,2011,12
410,54979,July,2010,12
411,79086,July,2009,12
412,56438,July,2008,12
413,89451,July,2007,12
414,79403,July,2006,12
415,89870,July,2005,12
416,84755,July,2004,12
417,83705,July,2003,12
418,55143,July,2002,12
419,68450,July,2001,12
420,65337,July,2000,12
421,59391,July,2015,12
422,54541,July,2014,12
423,82062,July,2013,12
424,52691,July,2012,12
425,83389,July,2011,12
426,55123,July,2010,12
427,70164,July,2009,12
428,75904,July,2008,12
429,93236,July,2007,12
430,89829,July,2006,12
431,71136,July,2005,12
432,82303,July,2004,12
433,91852,July,2003,12
434,71050,July,2002,12
435,67820,July,2001,12
436,62119,July,2000,12
437,70452,July,2015,12
438,52023,July,2014,12
439,66235,July,2013,12
440,70139,July,2012,12
441,52995,July,2011,12
442,84360,July,2010,12
443,74108,July,2009,12
444,83711,July,2008,12
445,73166,July,2007,12
446,57133,July,2006,12
447,84216,July,2005,13
448,56297,July,2004,13
449,64199,July,2003,13
450,54401,July,2002,13
451,83132,July,2001,13
452,92717,July,2000,13
453,77176,July,2015,13
454,50196,July,2014,13
455,71525,July,2013,13
456,81305,July,2012,13
457,50209,July,2011,13
458,65962,July,2010,13
459,95613,July,2009,13
460,76164,July,2008,13
461,92557,July,2007,13
462,81322,July,2006,13
463,64487,July,2005,13
464,99393,July,2004,13
465,89046,July,2003,13
466,91753,July,2002,13
467,61933,July,2001,13
468,80566,July,2000,13
469,83604,July,2015,13
470,95036,July,2014,13
471,53315,July,2013,13
472,53840,July,2012,13
473,72494,July,2011,13
474,90170,July,2010,13
475,82128,July,2009,13
476,67049,July,2008,13
477,93160,July,2007,13
478,96487,July,2006,13
479,60420,July,2005,13
480,71359,July,2004,13
481,58644,July,2003,13
482,96220,July,2002,13
483,58562,July,2001,13
484,84167,July,2000,13
485,64119,July,2015,13
486,99381,July,2014,13
487,66161,July,2013,14
488,57593,July,2012,14
489,84196,July,2011,14
490,80022,July,2010,14
491,60263,July,2009,14
492,69193,July,2008,14
493,99850,July,2007,14
494,61514,July,2006,14
495,75791,July,2005,14
496,86524,July,2004,14
497,87984,July,2003,14
498,81593,July,2002,14
499,51245,July,2001,14
500,73210,July,2000,14
501,69664,July,2015,14
502,64033,July,2014,14
503,51630,July,2013,14
504,76179,July,2012,14
505,85552,July,2011,14
506,53921,July,2010,14
507,72616,July,2009,14
508,59055,July,2008,14
509,99397,July,2007,15
510,67526,July,2006,15
511,60805,July,2005,15
512,77174,July,2004,15
513,58071,July,2003,15
514,57299,July,2002,15
515,75170,July,2001,15
516,99552,July,2000,15
517,77884,July,2015,15
518,58770,July,2014,15
519,92833,July,2013,15
520,50503,July,2012,15
521,65555,July,2011,15
522,94069,July,2010,15
523,56379,July,2009,15
524,65435,July,2008,15
525,78842,July,2007,15
526,79405,July,2006,15
527,86242,July,2005,15
528,63247,July,2004,15
529,86046,July,2003,15
530,59874,July,2002,15
531,98720,July,2001,15
532,57445,July,2000,15
533,94803,July,2015,15
534,93891,July,2014,15
535,67732,July,2013,16
536,72123,July,2012,16
537,68865,July,2011,16
538,95581,July,2010,16
539,88054,July,2009,16
540,95393,July,2008,16
541,51145,July,2007,16
542,93764,July,2006,16
543,63120,July,2005,16
544,62539,July,2004,16
545,62052,July,2003,16
546,65898,July,2002,16
547,63580,July,2001,16
548,89854,July,2000,16
549,80949,July,2015,16
550,82976,July,2014,16
551,56890,July,2013,16
552,99205,July,2012,16
553,62095,July,2011,17
554,86925,July,2010,1
555,83353,July,2009,1
556,79011,July,2008,1
557,67387,July,2007,1
558,90090,July,2006,1
559,92812,July,2005,1
560,57439,July,2004,1
561,97637,July,2003,1
562,73620,July,2002,1
563,98114,July,2001,1
564,93940,July,2000,1
565,69168,July,2015,1
566,71926,July,2014,1
567,78864,July,2013,1
568,74525,July,2012,1
569,79903,July,2011,1
570,85328,July,2010,1
571,70782,July,2009,1
572,53179,July,2008,1
573,95749,July,2007,1
574,59754,July,2006,1
575,82560,July,2005,1
576,69626,July,2004,1
577,67545,July,2003,1
578,74891,July,2002,1
579,64560,July,2001,1
580,83065,July,2000,1
581,83640,July,2015,1
582,93643,July,2014,1
583,69714,July,2013,1
584,76876,July,2012,1
585,50654,July,2011,1
586,60371,July,2010,1
587,67343,July,2009,2
588,64534,July,2008,2
589,71286,July,2007,2
590,54293,July,2006,2
591,72207,July,2005,2
592,75487,July,2004,2
593,71733,July,2003,2
594,93520,July,2002,2
595,83293,July,2001,2
596,85032,July,2000,2
597,73461,July,2015,2
598,95932,July,2014,2
599,63320,July,2013,2
600,58440,July,2012,2
601,50380,July,2011,2
602,52477,July,2010,2
603,81950,July,2009,2
604,72717,July,2008,2
605,79375,July,2007,2
606,84382,July,2006,2
607,70592,July,2005,2
608,82082,July,2004,2
609,55585,July,2003,2
610,54495,July,2002,2
611,73841,July,2001,2
612,71859,July,2000,2
613,66203,July,2015,2
614,92577,July,2014,2
615,65965,July,2013,2
616,97982,July,2012,2
617,99183,July,2011,2
618,77934,July,2010,2
619,82217,July,2009,3
620,72876,July,2008,3
621,92806,July,2007,3
622,52870,July,2006,3
623,67478,July,2005,3
624,60254,July,2004,3
625,61375,July,2003,3
626,53977,July,2002,3
627,66799,July,2001,3
628,51866,July,2000,3
629,90259,July,2015,3
630,70506,July,2014,3
631,66860,July,2013,3
632,71729,July,2012,3
633,67036,July,2011,3
634,94860,July,2010,3
635,50151,July,2009,3
636,75027,July,2008,3
637,54706,July,2007,3
638,78232,July,2006,3
639,73180,July,2005,3
640,73522,July,2004,3
641,99150,July,2003,3
642,97144,July,2002,3
643,75949,July,2001,3
644,97100,July,2000,3
645,72942,July,2015,3
646,94009,July,2014,3
647,95809,July,2013,3
648,60963,July,2012,3
649,89435,July,2011,3
650,59167,July,2010,3
651,98416,July,2009,3
652,52130,July,2008,3
653,93485,July,2007,3
654,56239,July,2006,4
655,57258,July,2005,4
656,82560,July,2004,4
657,97552,July,2003,4
658,86671,July,2002,4
659,60410,July,2001,4
660,59303,July,2000,4
661,66601,July,2015,4
662,74728,July,2014,4
663,74716,July,2013,4
664,62780,July,2012,4
665,65537,July,2011,4
666,79938,July,2010,4
667,63214,July,2009,4
668,73230,July,2008,4
669,90011,July,2007,4
670,73167,July,2006,4
671,88472,July,2005,4
672,51141,July,2004,4
673,95211,July,2003,4
674,65178,July,2002,4
675,94918,July,2001,4
676,87558,July,2000,4
677,56914,July,2015,4
678,62450,July,2014,4
679,55204,July,2013,4
680,93722,July,2012,4
681,94455,July,2011,4
682,55855,July,2010,4
683,74202,July,2009,4
684,76996,July,2008,4
685,81005,July,2007,5
686,52573,July,2006,5
687,96565,July,2005,5
688,80829,July,2004,5
689,67264,July,2003,5
690,70844,July,2002,5
691,58487,July,2001,5
692,53564,July,2000,5
693,59097,July,2015,5
694,76534,July,2014,5
695,79838,July,2013,5
696,88724,July,2012,5
697,63567,July,2011,5
698,72050,July,2010,5
699,76419,July,2009,5
700,83585,July,2008,5
701,63263,July,2007,5
702,84061,July,2006,5
703,96128,July,2005,5
704,96437,July,2004,5
705,62762,July,2003,5
706,64569,July,2002,5
707,98129,July,2001,5
708,85188,July,2000,5
709,70155,July,2015,5
710,74357,July,2014,5
711,98179,July,2013,5
712,84266,July,2012,5
713,66650,July,2011,5
714,59204,July,2010,6
715,73192,July,2009,6
716,58767,July,2008,6
717,80571,July,2007,6
718,98882,July,2006,6
719,81044,July,2005,6
720,90415,July,2004,6
721,88705,July,2003,6
722,61927,July,2002,6
723,87242,July,2001,6
724,88251,July,2000,6
725,99007,July,2013,6
726,92629,July,2015,6
727,96407,July,2014,6
728,57542,July,2013,6
729,68868,July,2012,6
730,78097,July,2011,6
731,92403,July,2010,6
732,50442,July,2009,6
733,62565,July,2008,6
734,98479,July,2007,6
735,69938,July,2006,6
736,98361,July,2005,6
737,73745,July,2004,6
738,92561,July,2003,6
739,76214,July,2002,6
740,78944,July,2001,6
741,53521,July,2000,6
742,50806,July,2015,6
743,94361,July,2014,6
744,56334,July,2013,6
745,54900,July,2012,6
746,63150,July,2011,6
747,74270,July,2010,7
748,58893,July,2009,7
749,69651,July,2008,7
750,58796,July,2007,7
751,70246,July,2006,7
752,91839,July,2005,7
753,79340,July,2004,7
754,85650,July,2003,7
755,52043,July,2002,7
756,84654,July,2001,7
757,85729,July,2000,7
758,69641,July,2015,7
759,82524,July,2014,7
760,79495,July,2013,7
761,61633,July,2012,7
762,69394,July,2011,7
763,89464,July,2010,7
764,97463,July,2009,8
765,91596,July,2008,8
766,80698,July,2007,8
767,90501,July,2006,8
768,66714,July,2005,8
769,86493,July,2004,8
770,78585,July,2003,8
771,66491,July,2002,8
772,79266,July,2001,8
773,83405,July,2000,8
774,75382,July,2015,8
775,55387,July,2014,8
776,87770,July,2013,8
777,59719,July,2012,8
778,87928,July,2011,8
779,52102,July,2010,8
780,59925,July,2009,8
781,87278,July,2008,8
782,64843,July,2007,8
783,67371,July,2006,8
784,61155,July,2005,9
785,53906,July,2004,9
786,96330,July,2003,9
787,60477,July,2002,9
788,73091,July,2001,9
789,97288,July,2000,9
790,58189,July,2015,9
791,74119,July,2014,9
792,56838,July,2013,9
793,50764,July,2012,9
794,77013,July,2011,9
795,69887,July,2010,9
796,77162,July,2009,9
797,53686,July,2008,9
798,95821,July,2007,9
799,57579,July,2006,9
800,97958,July,2005,9
801,52488,July,2004,9
802,99609,July,2003,10
803,52469,July,2002,10
804,51947,July,2001,10
805,74820,July,2000,10
806,84055,July,2015,10
807,84729,July,2014,10
808,77075,July,2013,10
809,90696,July,2012,10
810,88375,July,2011,10
811,62499,July,2010,10
812,96762,July,2009,10
813,98122,July,2008,10
814,58546,July,2007,10
815,83682,July,2006,10
816,80818,July,2005,10
817,71760,July,2004,10
818,74208,July,2003,10
819,57641,July,2002,10
820,52418,July,2001,10
821,88805,July,2000,10
822,97777,July,2015,10
823,59709,July,2014,10
824,79291,July,2013,10
825,51381,July,2012,10
826,60651,July,2011,10
827,71766,July,2010,10
828,86338,July,2009,10
829,76065,July,2008,10
830,66509,July,2007,10
831,85084,July,2006,10
832,70789,July,2005,10
833,79102,July,2004,10
834,80974,July,2003,11
835,66504,July,2002,11
836,55396,July,2001,11
837,98281,July,2000,11
838,58333,July,2015,11
839,86195,July,2014,11
840,94542,July,2013,11
841,99382,July,2012,11
842,53833,July,2011,11
843,68804,July,2010,11
844,59557,July,2009,11
845,82780,July,2008,11
846,96993,July,2007,11
847,57455,July,2006,11
848,72526,July,2005,11
849,85794,July,2004,11
850,93959,July,2003,11
851,90379,July,2002,11
852,89686,July,2001,11
853,89181,July,2000,11
854,74403,July,2015,11
855,62623,July,2014,11
856,89925,July,2013,11
857,87318,July,2012,11
858,76659,July,2011,11
859,54735,July,2010,11
860,81167,July,2009,11
861,52241,July,2008,12
862,81082,July,2007,12
863,78898,July,2006,12
864,74051,July,2005,12
865,62331,July,2004,12
866,68239,July,2003,12
867,58466,July,2002,12
868,81263,July,2001,12
869,99249,July,2000,12
870,83704,July,2013,12
871,57787,July,2015,12
872,75436,July,2014,12
873,57436,July,2013,12
874,56525,July,2012,12
875,80404,July,2011,12
876,96432,July,2010,12
877,80158,July,2009,12
878,88668,July,2008,12
879,53982,July,2007,12
880,57023,July,2006,12
881,55401,July,2005,12
882,99868,July,2004,12
883,54697,July,2003,12
884,84055,July,2002,12
885,73184,July,2001,12
886,63430,July,2000,12
887,50721,July,2015,12
888,94316,July,2014,12
889,59908,July,2013,12
890,61047,July,2012,12
891,57990,July,2011,12
892,94019,July,2010,12
893,77219,July,2009,12
894,73949,July,2008,12
895,91927,July,2007,12
896,98394,July,2006,12
897,65044,July,2005,12
898,82057,July,2004,12
899,92986,July,2003,12
900,86980,July,2002,13
901,88043,July,2001,13
902,84869,July,2000,13
903,65556,July,2015,13
904,96933,July,2014,13
905,81175,July,2013,13
906,76014,July,2012,13
907,72029,July,2011,13
908,55350,July,2010,13
909,99808,July,2009,13
910,54740,July,2008,13
911,58876,July,2007,13
912,92024,July,2006,13
913,59088,July,2005,13
914,85393,July,2004,13
915,68949,July,2003,13
916,87065,July,2002,13
917,60182,July,2001,13
918,83775,July,2000,13
919,78936,July,2015,13
920,86181,July,2014,13
921,98914,July,2013,13
922,51150,July,2012,13
923,77210,July,2011,13
924,57356,July,2010,13
925,94485,July,2009,13
926,87484,July,2008,13
927,58202,July,2007,13
928,68477,July,2006,13
929,56397,July,2005,13
930,84409,July,2004,13
931,53808,July,2003,13
932,85816,July,2002,13
933,81258,July,2001,13
934,78525,July,2000,13
935,90711,July,2015,13
936,99006,July,2014,13
937,94242,July,2013,13
938,67310,July,2012,13
939,60220,July,2011,13
940,89720,July,2010,14
941,59952,July,2009,14
942,65984,July,2008,14
943,74604,July,2007,14
944,70032,July,2006,14
945,72440,July,2005,14
946,88204,July,2004,14
947,80393,July,2003,14
948,70120,July,2002,14
949,84928,July,2001,14
950,61878,July,2000,14
951,91265,July,2015,14
952,97578,July,2014,14
953,62469,July,2013,14
954,91808,July,2012,14
955,57124,July,2011,14
956,67069,July,2010,14
957,60631,July,2009,14
958,76292,July,2008,14
959,74019,July,2007,14
960,52350,July,2006,14
961,73363,July,2005,14
962,93854,July,2004,15
963,84263,July,2003,15
964,97072,July,2002,15
965,91299,July,2001,15
966,75340,July,2000,15
967,90221,July,2015,15
968,71034,July,2014,15
969,63305,July,2013,15
970,64789,July,2012,15
971,61724,July,2011,15
972,69345,July,2010,15
973,68080,July,2009,15
974,96392,July,2008,15
975,69169,July,2007,15
976,67825,July,2006,15
977,64165,July,2005,15
978,86288,July,2004,15
979,69331,July,2003,15
980,65383,July,2002,15
981,84664,July,2001,15
982,96737,July,2000,15
983,51500,July,2015,15
984,50433,July,2014,15
985,99441,July,2013,15
986,90417,July,2012,15
987,51740,July,2011,15
988,77052,July,2010,16
989,61719,July,2009,16
990,71491,July,2008,16
991,84473,July,2007,16
992,63398,July,2006,16
993,86644,July,2005,16
994,81007,July,2004,16
995,65913,July,2003,16
996,68080,July,2002,16
997,63150,July,2001,16
998,84132,July,2000,16
999,81183,July,2015,16
1000,62450,July,2014,16
1001,53543,July,2013,16
1002,92846,July,2012,16
1003,97901,July,2011,16
1004,90111,July,2010,16
1005,51750,July,2009,16
1006,96849,August,2008,1
1007,63951,August,2007,1
1008,84381,August,2006,1
1009,80548,August,2005,1
1010,71488,August,2004,1
1011,71443,August,2003,1
1012,75834,August,2002,1
1013,71070,August,2001,1
1014,91540,August,2000,1
1015,90123,August,2015,1
1016,50676,August,2014,1
1017,50998,August,2013,1
1018,96280,August,2012,1
1019,86713,August,2011,1
1020,56969,August,2010,2
1021,79027,August,2009,2
1022,92606,August,2008,2
1023,81337,August,2007,2
1024,87060,August,2006,2
1025,50360,August,2005,2
1026,98630,August,2004,2
1027,63430,August,2003,2
1028,84012,August,2002,2
1029,66255,August,2001,2
1030,81986,August,2000,2
1031,56563,August,2015,2
1032,56642,August,2014,3
1033,65989,August,2013,3
1034,87581,August,2012,3
1035,68332,August,2011,3
1036,75435,August,2010,3
1037,85986,August,2009,3
1038,55521,August,2008,3
1039,77437,August,2007,3
1040,90683,August,2006,3
1041,61424,August,2005,3
1042,71313,August,2004,3
1043,73293,August,2003,4
1044,70047,August,2002,4
1045,63345,August,2001,4
1046,65575,August,2000,4
1047,58527,August,2015,4
1048,98714,August,2014,4
1049,60160,August,2013,4
1050,53408,August,2012,4
1051,50248,August,2011,4
1052,80166,August,2010,4
1053,82152,August,2009,4
1054,77726,August,2008,4
1055,67378,August,2007,4
1056,86151,August,2006,4
1057,68994,August,2005,5
1058,90118,August,2004,5
1059,97546,August,2003,5
1060,71913,August,2002,5
1061,72559,August,2001,5
1062,83806,August,2000,5
1063,68832,August,2015,5
1064,51824,August,2014,5
1065,75942,August,2013,5
1066,70751,August,2012,5
1067,67698,August,2011,5
1068,82984,August,2010,5
1069,95486,August,2009,5
1070,60212,August,2008,5
1071,64146,August,2007,6
1072,86373,August,2006,6
1073,99367,August,2005,6
1074,99342,August,2004,6
1075,51309,August,2003,6
1076,51341,August,2002,6
1077,97308,August,2001,6
1078,95280,August,2000,6
1079,56843,August,2015,6
1080,62479,August,2014,6
1081,98037,August,2013,6
1082,97600,August,2012,6
1083,55493,August,2011,6
1084,51683,August,2010,7
1085,60524,August,2009,7
1086,79221,August,2008,7
1087,54932,August,2007,7
1088,69305,August,2006,7
1089,86371,August,2005,7
1090,84170,August,2004,7
1091,81980,August,2003,7
1092,78594,August,2002,7
1093,72674,August,2001,7
1094,59014,August,2000,7
1095,99049,August,2015,7
1096,77243,August,2014,7
1097,57942,August,2013,7
1098,97804,August,2012,7
1099,59359,August,2011,7
1100,52645,August,2010,7
1101,69298,August,2009,7
1102,56154,August,2008,7
1103,98924,August,2007,7
1104,93743,August,2006,7
1105,90418,August,2005,7
1106,66693,August,2004,8
1107,59436,August,2003,8
1108,92218,August,2002,8
1109,58248,August,2001,8
1110,91054,August,2000,8
1111,75423,August,2015,8
1112,87543,August,2014,8
1113,89175,August,2013,8
1114,64289,August,2012,8
1115,81148,August,2011,8
1116,60607,August,2010,8
1117,65302,August,2009,8
1118,67812,August,2008,8
1119,68606,August,2007,8
1120,58244,August,2006,8
1121,62014,August,2005,8
1122,84442,August,2004,8
1123,93601,August,2003,8
1124,52459,August,2002,8
1125,69945,August,2001,8
1126,61740,August,2000,8
1127,79161,August,2015,8
1128,81607,August,2014,8
1129,83201,August,2013,8
1130,95309,August,2012,8
1131,95797,August,2011,8
1132,58734,August,2010,8
1133,93298,August,2009,8
1134,63166,August,2008,9
1135,75999,August,2007,9
1136,79182,August,2006,9
1137,76255,August,2005,9
1138,81678,August,2004,9
1139,71643,August,2003,9
1140,60671,August,2002,9
1141,93623,August,2001,9
1142,59774,August,2000,9
1143,62654,August,2015,9
1144,70156,August,2014,9
1145,56037,August,2013,9
1146,87885,August,2012,9
1147,66129,August,2011,9
1148,87213,August,2010,9
1149,61908,August,2009,9
1150,71969,August,2008,9
1151,57685,August,2007,9
1152,90814,August,2006,9
1153,74183,August,2005,9
1154,58147,August,2004,9
1155,83733,August,2003,9
1156,71899,August,2002,9
1157,72281,August,2001,10
1158,96852,August,2000,10
1159,85009,August,2015,10
1160,79653,August,2014,10
1161,75842,August,2013,10
1162,78898,August,2012,10
1163,68520,August,2011,10
1164,93579,August,2010,10
1165,93174,August,2009,10
1166,92024,August,2008,10
1167,69156,August,2007,10
1168,89473,August,2006,10
1169,75705,August,2005,10
1170,59462,August,2004,10
1171,67001,August,2003,10
1172,63417,August,2002,10
1173,90041,August,2001,10
1174,58542,August,2000,10
1175,62665,August,2015,10
1176,80858,August,2014,10
1177,87883,August,2013,10
1178,67176,August,2012,10
1179,98351,August,2011,11
1180,80258,August,2010,11
1181,60442,August,2009,11
1182,83896,August,2008,11
1183,64546,August,2007,11
1184,77721,August,2006,11
1185,67131,August,2005,11
1186,94637,August,2004,11
1187,96730,August,2003,11
1188,54929,August,2002,11
1189,87891,August,2001,11
1190,86285,August,2000,11
1191,57176,August,2015,11
1192,97225,August,2014,11
1193,77365,August,2013,11
1194,54211,August,2012,11
1195,70528,August,2011,11
1196,62453,August,2010,11
1197,71870,August,2009,11
1198,82026,August,2008,11
1199,99748,August,2007,11
1200,88165,August,2006,11
1201,82266,August,2005,11
1202,56890,August,2004,11
1203,50977,August,2003,11
1204,86017,August,2002,11
1205,75643,August,2001,11
1206,99649,August,2000,11
1207,77271,August,2015,11
1208,57101,August,2014,11
1209,56834,August,2013,12
1210,98255,August,2012,12
1211,58677,August,2011,12
1212,95490,August,2010,12
1213,52726,August,2009,12
1214,78043,August,2008,12
1215,76718,August,2007,12
1216,51808,August,2006,12
1217,89355,August,2005,12
1218,65220,August,2004,12
1219,50216,August,2003,12
1220,98729,August,2002,12
1221,65164,August,2001,12
1222,59262,August,2000,12
1223,52800,August,2015,13
1224,53994,August,2014,13
1225,81372,August,2013,13
1226,68375,August,2012,13
1227,92549,August,2011,13
1228,57376,August,2010,13
1229,50226,August,2009,13
1230,87775,August,2008,13
1231,87723,August,2007,13
1232,96961,August,2006,13
1233,83208,August,2005,13
1234,51132,August,2004,13
1235,55793,August,2003,13
1236,95509,August,2002,13
1237,77719,August,2001,13
1238,98627,August,2000,13
1239,81301,August,2015,13
1240,87646,August,2014,13
1241,51766,August,2013,13
1242,64503,August,2012,13
1243,82424,August,2011,14
